store,Product ID,Product Title,Brand,Unit,Quantity Per Case,State,City,District,Units_Sold,Unit_Price,Revenue,Cost,Profit,Customer_Rating,In_Stock,Date
Store #110,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Houston,District C,49,5.54,271.46,160.72,110.74,4.2,True,2024-10-22
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,78,3.98,310.44,215.28,95.16,4.8,True,2024-07-14
Store #106,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Washington,Seattle,District B,108,6.51,703.08,394.2,308.88,4.0,True,2024-11-19
Store #106,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Washington,Seattle,District B,73,20.2,1474.6,898.63,575.97,4.9,True,2024-05-29
Store #106,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Washington,Seattle,District B,138,8.89,1226.82,750.72,476.1,4.0,False,2024-10-27
Store #104,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Dallas,District C,25,19.41,485.25,295.75,189.5,3.9,True,2024-05-08
Store #108,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Illinois,Chicago,District B,11,11.8,129.8,81.62,48.18,5.0,False,2024-01-28
Store #110,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Houston,District C,104,15.69,1631.76,957.84,673.92,4.1,True,2024-02-13
Store #103,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Austin,District C,12,10.96,131.52,79.32,52.2,4.9,True,2024-03-28
Store #108,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Illinois,Chicago,District B,118,11.07,1306.26,903.88,402.38,4.4,True,2024-05-19
Store #108,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Illinois,Chicago,District B,116,20.04,2324.64,1501.04,823.6,4.2,True,2024-11-21
Store #109,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Diego,District A,118,5.19,612.42,375.24,237.18,4.0,False,2024-02-15
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,78,15.94,1243.32,685.62,557.7,4.9,True,2024-06-25
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,115,6.68,768.2,491.05,277.15,4.8,True,2024-01-05
Store #104,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Dallas,District C,116,6.22,721.52,414.12,307.4,4.7,True,2024-10-14
Store #107,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Florida,Miami,District D,25,5.25,131.25,77.0,54.25,4.7,True,2024-05-14
Store #105,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,New York,New York,District A,73,6.43,469.39,318.28,151.11,4.0,True,2024-11-28
Store #108,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Illinois,Chicago,District B,74,19.37,1433.38,893.92,539.46,4.2,True,2024-08-19
Store #109,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,San Diego,District A,31,4.39,136.09,77.5,58.59,4.3,False,2024-04-05
Store #102,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Francisco,District B,131,15.54,2035.74,1248.43,787.31,4.7,True,2024-01-08
Store #106,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Washington,Seattle,District B,13,2.74,35.62,24.05,11.57,4.9,False,2024-12-22
Store #107,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Florida,Miami,District D,125,3.86,482.5,330.0,152.5,4.1,True,2024-10-05
Store #101,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,Los Angeles,District A,103,4.1,422.3,260.59,161.71,4.7,False,2024-05-07
Store #108,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Illinois,Chicago,District B,138,8.63,1190.94,692.76,498.18,4.3,True,2024-02-18
Store #106,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Washington,Seattle,District B,15,16.38,245.7,155.4,90.3,3.9,True,2024-11-18
Store #105,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,New York,New York,District A,18,5.48,98.64,57.42,41.22,3.9,True,2024-07-03
Store #106,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Washington,Seattle,District B,75,4.53,339.75,207.0,132.75,4.1,True,2024-03-26
Store #110,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Houston,District C,44,8.38,368.72,207.68,161.04,4.0,False,2024-08-31
Store #110,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Houston,District C,20,7.64,152.8,98.8,54.0,4.6,True,2024-11-16
Store #103,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Austin,District C,86,2.92,251.12,167.7,83.42,4.7,True,2024-04-29
Store #108,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Illinois,Chicago,District B,10,8.65,86.5,52.2,34.3,4.0,True,2024-04-08
Store #108,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Illinois,Chicago,District B,80,8.53,682.4,425.6,256.8,4.5,True,2024-08-12
Store #106,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Washington,Seattle,District B,75,8.8,660.0,422.25,237.75,4.8,True,2024-08-27
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,80,16.5,1320.0,833.6,486.4,4.3,True,2024-08-18
Store #109,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,San Diego,District A,9,6.37,57.33,34.65,22.68,4.5,True,2024-04-04
Store #102,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Francisco,District B,104,19.37,2014.48,1314.56,699.92,4.7,True,2024-10-02
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,87,7.68,668.16,420.21,247.95,3.9,True,2024-07-28
Store #103,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Austin,District C,56,15.36,860.16,497.84,362.32,3.8,True,2024-01-17
Store #107,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Florida,Miami,District D,139,20.24,2813.36,1795.88,1017.48,3.9,True,2024-09-07
Store #102,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,San Francisco,District B,130,4.68,608.4,410.8,197.6,4.4,True,2024-04-16
Store #106,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Washington,Seattle,District B,99,11.83,1171.17,654.39,516.78,4.5,True,2024-07-31
Store #102,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Francisco,District B,60,6.79,407.4,229.8,177.6,4.7,True,2024-02-09
Store #104,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Dallas,District C,68,5.33,362.44,250.92,111.52,4.5,True,2024-09-26
Store #102,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Francisco,District B,96,20.34,1952.64,1279.68,672.96,4.3,False,2024-10-22
Store #103,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Austin,District C,134,11.3,1514.2,868.32,645.88,5.0,True,2024-07-24
Store #106,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Washington,Seattle,District B,88,8.27,727.76,445.28,282.48,4.6,True,2024-10-08
Store #106,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Washington,Seattle,District B,59,18.75,1106.25,699.74,406.51,4.7,True,2024-05-03
Store #108,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Illinois,Chicago,District B,5,2.85,14.25,9.95,4.3,4.5,True,2024-07-22
Store #105,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,New York,New York,District A,61,4.36,265.96,158.6,107.36,4.7,True,2024-06-02
Store #105,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,New York,New York,District A,44,11.02,484.88,300.08,184.8,4.0,True,2024-09-18
Store #110,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Houston,District C,70,5.45,381.5,214.9,166.6,4.3,True,2024-04-29
Store #102,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Francisco,District B,128,8.21,1050.88,707.84,343.04,4.6,True,2024-06-15
Store #102,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Francisco,District B,81,18.11,1466.91,984.96,481.95,4.3,True,2024-11-24
Store #106,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Washington,Seattle,District B,111,8.33,924.63,525.03,399.6,4.7,True,2024-08-10
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,102,4.29,437.58,275.4,162.18,4.2,True,2024-11-20
Store #106,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Washington,Seattle,District B,61,11.09,676.49,440.42,236.07,5.0,True,2024-12-23
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,28,18.46,516.88,306.88,210.0,4.3,True,2024-09-15
Store #102,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Francisco,District B,17,2.8,47.6,28.05,19.55,4.3,True,2024-10-19
Store #103,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Austin,District C,55,15.97,878.35,569.25,309.1,4.0,True,2024-09-03
Store #109,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Diego,District A,23,5.17,118.91,73.14,45.77,4.6,True,2024-05-04
Store #102,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Francisco,District B,113,19.72,2228.36,1289.33,939.03,4.2,True,2024-07-30
Store #105,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,New York,New York,District A,118,16.19,1910.42,1176.46,733.96,4.9,True,2024-06-28
Store #106,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Washington,Seattle,District B,33,16.37,540.21,316.8,223.41,4.5,True,2024-02-13
Store #105,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,New York,New York,District A,33,4.4,145.2,90.09,55.11,4.2,True,2024-06-24
Store #104,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Dallas,District C,138,5.42,747.96,473.34,274.62,4.5,True,2024-10-06
Store #101,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,Los Angeles,District A,139,6.0,834.0,479.55,354.45,4.1,True,2024-10-25
Store #110,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Houston,District C,124,6.59,817.16,450.12,367.04,4.3,True,2024-01-28
Store #106,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Washington,Seattle,District B,79,4.14,327.06,211.72,115.34,4.1,True,2024-01-10
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,27,7.74,208.98,130.68,78.3,4.3,True,2024-09-05
Store #101,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,Los Angeles,District A,140,4.4,616.0,383.6,232.4,4.7,False,2024-05-06
Store #106,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Washington,Seattle,District B,82,7.78,637.96,444.44,193.52,4.4,True,2024-11-16
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,76,6.12,465.12,279.68,185.44,4.3,True,2024-01-16
Store #107,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Florida,Miami,District D,63,11.4,718.2,456.75,261.45,4.3,True,2024-12-13
Store #110,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Houston,District C,38,7.76,294.88,168.34,126.54,4.4,True,2024-08-17
Store #103,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Austin,District C,139,6.76,939.64,576.85,362.79,4.9,True,2024-12-18
Store #110,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Houston,District C,22,16.08,353.76,244.86,108.9,3.9,True,2024-06-11
Store #103,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Austin,District C,86,8.81,757.66,463.54,294.12,4.3,True,2024-01-16
Store #105,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,New York,New York,District A,32,15.4,492.8,272.96,219.84,5.0,True,2024-04-06
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,64,19.17,1226.88,717.44,509.44,3.8,False,2024-11-09
Store #108,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Illinois,Chicago,District B,125,16.33,2041.25,1237.5,803.75,4.8,True,2024-09-14
Store #103,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Austin,District C,62,15.24,944.88,628.06,316.82,3.8,True,2024-04-08
Store #107,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Florida,Miami,District D,56,5.43,304.08,170.24,133.84,4.9,True,2024-12-09
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,88,2.89,254.32,173.36,80.96,4.3,True,2024-12-18
Store #110,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Houston,District C,85,8.4,714.0,493.0,221.0,4.5,True,2024-07-13
Store #101,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,Los Angeles,District A,120,11.44,1372.8,936.0,436.8,4.9,True,2024-02-25
Store #109,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,San Diego,District A,104,6.3,655.2,422.24,232.96,3.9,True,2024-01-21
Store #107,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Florida,Miami,District D,123,6.27,771.21,458.79,312.42,4.9,True,2024-05-26
Store #103,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Austin,District C,120,2.68,321.6,201.6,120.0,4.0,True,2024-11-26
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,110,15.71,1728.1,957.0,771.1,4.3,True,2024-07-20
Store #104,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Dallas,District C,69,2.74,189.06,122.13,66.93,4.7,True,2024-02-16
Store #102,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Francisco,District B,120,4.04,484.8,272.4,212.4,4.6,True,2024-02-28
Store #109,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Diego,District A,101,19.09,1928.09,1073.63,854.46,4.0,True,2024-03-22
Store #103,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Austin,District C,50,16.42,821.0,458.0,363.0,4.2,True,2024-03-15
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,51,6.24,318.24,181.56,136.68,4.0,True,2024-11-16
Store #105,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,New York,New York,District A,132,4.65,613.8,388.08,225.72,3.8,True,2024-08-22
Store #104,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Dallas,District C,126,5.27,664.02,409.5,254.52,4.5,False,2024-10-28
Store #109,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Diego,District A,58,6.2,359.6,205.9,153.7,4.6,False,2024-11-13
Store #101,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,Los Angeles,District A,81,19.65,1591.65,896.67,694.98,3.9,True,2024-10-22
Store #103,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Austin,District C,50,20.92,1046.0,693.0,353.0,4.2,False,2024-05-25
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,102,8.25,841.5,558.96,282.54,4.8,False,2024-07-07
Store #108,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Illinois,Chicago,District B,75,15.72,1179.0,721.5,457.5,4.1,True,2024-03-03
Store #101,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,Los Angeles,District A,140,4.18,585.2,364.0,221.2,4.6,True,2024-10-19
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,86,6.14,528.04,336.26,191.78,4.5,True,2024-11-07
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,138,19.43,2681.34,1675.32,1006.02,4.8,True,2024-09-11
Store #104,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Dallas,District C,54,8.07,435.78,241.38,194.4,4.6,False,2024-05-28
Store #104,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Dallas,District C,110,18.13,1994.3,1201.2,793.1,4.8,True,2024-07-31
Store #104,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Dallas,District C,70,8.74,611.8,364.7,247.1,4.4,True,2024-05-24
Store #101,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,Los Angeles,District A,90,3.93,353.7,233.1,120.6,4.5,False,2024-12-17
Store #103,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Austin,District C,91,5.51,501.41,312.13,189.28,4.4,False,2024-06-18
Store #103,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Austin,District C,122,2.9,353.8,223.26,130.54,4.2,True,2024-03-20
Store #107,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Florida,Miami,District D,138,8.32,1148.16,756.24,391.92,4.2,True,2024-01-29
Store #104,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Dallas,District C,89,19.56,1740.84,1189.04,551.8,4.2,True,2024-12-16
Store #105,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,New York,New York,District A,101,4.55,459.55,311.08,148.47,4.5,True,2024-06-22
Store #110,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Houston,District C,85,4.07,345.95,204.0,141.95,3.9,True,2024-06-06
Store #106,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Washington,Seattle,District B,60,2.8,168.0,96.6,71.4,4.2,False,2024-06-03
Store #104,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Dallas,District C,134,3.8,509.2,317.58,191.62,4.4,True,2024-08-15
Store #108,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Illinois,Chicago,District B,84,8.72,732.48,418.32,314.16,4.8,True,2024-09-25
Store #109,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Diego,District A,57,20.44,1165.08,721.05,444.03,4.7,True,2024-03-08
Store #101,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,Los Angeles,District A,27,6.38,172.26,117.72,54.54,3.9,True,2024-01-23
Store #105,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,New York,New York,District A,84,4.55,382.2,222.6,159.6,4.0,True,2024-10-22
Store #109,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Diego,District A,35,7.81,273.35,156.8,116.55,3.9,True,2024-08-13
Store #109,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Diego,District A,57,11.54,657.78,416.1,241.68,4.1,True,2024-02-22
Store #105,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,New York,New York,District A,48,18.18,872.64,560.16,312.48,4.2,True,2024-05-05
Store #103,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Austin,District C,17,4.31,73.27,40.97,32.3,4.3,True,2024-08-29
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,119,19.21,2285.99,1364.93,921.06,4.8,True,2024-11-18
Store #109,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Diego,District A,38,3.83,145.54,97.66,47.88,4.6,False,2024-08-26
Store #105,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,New York,New York,District A,124,19.93,2471.32,1709.96,761.36,4.0,True,2024-11-25
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,51,8.15,415.65,270.3,145.35,4.7,True,2024-07-19
Store #108,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Illinois,Chicago,District B,21,2.78,58.38,35.28,23.1,4.4,True,2024-01-16
Store #106,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Washington,Seattle,District B,37,19.01,703.37,429.57,273.8,4.7,False,2024-10-21
Store #109,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Diego,District A,82,20.06,1644.92,1003.68,641.24,4.3,True,2024-02-06
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,103,15.3,1575.9,915.67,660.23,4.6,True,2024-09-03
Store #107,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Florida,Miami,District D,65,18.37,1194.05,776.75,417.3,4.7,True,2024-06-24
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,123,3.92,482.16,271.83,210.33,4.3,True,2024-10-30
Store #107,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Florida,Miami,District D,32,4.06,129.92,83.2,46.72,4.8,True,2024-11-02
Store #101,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,Los Angeles,District A,40,4.14,165.6,113.6,52.0,4.6,False,2024-04-21
Store #103,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Austin,District C,120,20.05,2406.0,1464.0,942.0,4.5,True,2024-03-17
Store #106,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Washington,Seattle,District B,82,6.76,554.32,382.94,171.38,4.7,True,2024-10-18
Store #102,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Francisco,District B,135,18.81,2539.35,1445.85,1093.5,4.2,True,2024-01-05
Store #109,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,San Diego,District A,96,4.31,413.76,244.8,168.96,3.8,True,2024-01-01
Store #110,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Houston,District C,86,6.42,552.12,337.12,215.0,4.3,True,2024-11-16
Store #103,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Austin,District C,53,2.81,148.93,100.7,48.23,4.2,True,2024-03-12
Store #105,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,New York,New York,District A,39,19.01,741.39,479.7,261.69,4.0,True,2024-03-05
Store #107,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Florida,Miami,District D,40,16.22,648.8,397.2,251.6,4.3,True,2024-02-13
Store #110,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Houston,District C,51,6.26,319.26,195.84,123.42,4.8,True,2024-11-15
Store #104,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Dallas,District C,6,16.11,96.66,65.46,31.2,4.1,True,2024-08-05
Store #107,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Florida,Miami,District D,98,10.95,1073.1,595.84,477.26,4.4,True,2024-10-22
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,25,2.69,67.25,44.25,23.0,5.0,True,2024-12-19
Store #105,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,New York,New York,District A,25,2.8,70.0,45.0,25.0,4.1,True,2024-09-21
Store #102,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Francisco,District B,84,20.22,1698.48,1164.24,534.24,4.4,False,2024-11-20
Store #108,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Illinois,Chicago,District B,89,11.4,1014.6,703.99,310.61,4.8,True,2024-08-28
Store #101,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,Los Angeles,District A,82,8.68,711.76,451.82,259.94,3.9,True,2024-11-01
Store #103,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Austin,District C,79,19.58,1546.82,995.4,551.42,4.1,False,2024-01-27
Store #109,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Diego,District A,69,3.84,264.96,156.63,108.33,4.8,False,2024-05-22
Store #102,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Francisco,District B,43,19.29,829.47,502.24,327.23,4.0,True,2024-03-30
Store #104,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Dallas,District C,140,2.89,404.6,243.6,161.0,3.9,True,2024-04-02
Store #103,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Austin,District C,103,2.72,280.16,173.04,107.12,4.6,True,2024-07-30
Store #106,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Washington,Seattle,District B,72,4.6,331.2,187.92,143.28,4.0,True,2024-11-24
Store #105,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,New York,New York,District A,64,2.76,176.64,115.84,60.8,4.4,True,2024-09-29
Store #107,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Florida,Miami,District D,119,4.44,528.36,315.35,213.01,4.4,True,2024-05-27
Store #102,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Francisco,District B,95,12.01,1140.95,701.1,439.85,4.9,True,2024-11-22
Store #106,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Washington,Seattle,District B,30,6.33,189.9,121.2,68.7,4.4,True,2024-05-16
Store #104,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Dallas,District C,54,8.51,459.54,299.7,159.84,5.0,True,2024-12-10
Store #101,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,Los Angeles,District A,22,19.01,418.22,236.06,182.16,3.9,True,2024-01-05
Store #104,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Dallas,District C,69,8.23,567.87,314.64,253.23,3.9,True,2024-05-25
Store #104,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Dallas,District C,36,19.39,698.04,396.36,301.68,4.8,True,2024-11-22
Store #110,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Houston,District C,52,15.6,811.2,502.84,308.36,4.9,True,2024-02-26
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,87,6.14,534.18,356.7,177.48,4.1,False,2024-12-20
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,71,8.35,592.85,349.32,243.53,4.3,True,2024-01-31
